id,제조사,이름,배터리,이미지,cpu,램 용량,램 상세,화면크기,화면상세,그래픽,저장용량,저장용량 상세,무게,가격
697,MSI,GE시리즈 레이더 GE66 12UGS QHD WIN11 64GB램,65.00,https://img.danawa.com/prod_img/500000/995/430/img/17430995_1.jpg?shrink=130:130&_v=20221021125751,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/300nit/주사율:360Hz/,외장그래픽 /RTX3080/TGP:165W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.90,2782690
698,MSI,GF시리즈 GF63 Thin 11UD-i5 WIN10,99.90,https://img.danawa.com/prod_img/500000/532/963/img/16963532_1.jpg?shrink=130:130&_v=20220608124225,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,2725810
699,레노버,씽크패드 T14 Gen3 21CFS00J00,61.60,https://img.danawa.com/prod_img/500000/763/470/img/14470763_1.jpg?shrink=130:130&_v=20230417144620,AMD 라이젠9-4세대 5900HX (3.3GHz) 옥타(8)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 불가능 /,14,35.56cm(14인치)/2560x1440(QHD)/주사율:165Hz/,외장그래픽 /RTX3080/TGP:100W/VRAM:8GB/,1000,M.2(NVMe)/1TB/,1.78,3008810
700,Razer,Blade Pro 17 12Gen R3080Ti 4K,65.00,https://img.danawa.com/prod_img/500000/889/582/img/19582889_1.jpg?shrink=130:130&_v=20230331140700,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,2040000
701,MSI,GF시리즈 Sword GF66 A12UD 블랙 WIN11,99.90,https://img.danawa.com/prod_img/500000/018/493/img/19493018_1.jpg?shrink=130:130&_v=20230323135001,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3080/TGP:105W/VRAM:8GB/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,4174530
702,MSI,GF시리즈 Sword GF66 A12UD 화이트 WIN11 32GB램,53.50,https://img.danawa.com/prod_img/500000/342/241/img/19241342_1.jpg?shrink=130:130&_v=20230307124244,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1890000
703,MSI,GF시리즈 Sword GF66 A12UE 블랙 WIN10,53.35,https://img.danawa.com/prod_img/500000/239/978/img/18978239_1.jpg?shrink=130:130&_v=20230209133021,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/300nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:75W/VRAM:4GB/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.00,1189000
704,MSI,GF시리즈 Sword GF76 A11UE 화이트,99.90,https://img.danawa.com/prod_img/500000/916/208/img/18208916_1.jpg?shrink=130:130&_v=20221108134447,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,2979790
705,MSI,GF시리즈 Sword GF66 A12UC 화이트 64GB램,52.40,https://img.danawa.com/prod_img/500000/691/677/img/17677691_1.jpg?shrink=130:130&_v=20220818101133,인텔 코어i5-11세대 i5-11400H (2.7GHz) 헥사(6)코어,8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:40W/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.77,958790
706,MSI,GF시리즈 Sword GF66 A12UC 화이트 WIN10,52.50,https://img.danawa.com/prod_img/500000/215/625/img/17625215_1.jpg?shrink=130:130&_v=20221128125307,AMD 라이젠5 PRO-5세대  6650U (2.9GHz)  헥사(6)코어,8,LPDDR5(온보드)/램 용량:8GB/6400MHz/ 램 교체: 불가능 /,14,35.56cm(14인치)/1920x1200(WUXGA)/400nit/,내장그래픽 / Radeon 660M /,256,M.2(NVMe)/256GB/저장 슬롯:1개/,1.32,1403110
707,레노버,요가 Slim7 Carbon 13IAP7 82U9004PKR,82.00,https://img.danawa.com/prod_img/500000/760/116/img/17116760_1.jpg?shrink=130:130&_v=20230417145346,인텔 코어i9-12세대 i9-12900H (2.5GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/3840x2160(4K UHD)/500nit/주사율:144Hz/,외장그래픽 /RTX3080 Ti/TGP:165W/VRAM:16GB/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.75,5590000
708,MSI,GE시리즈 레이더 GE76 12UH QHD 64GB램,53.50,https://img.danawa.com/prod_img/500000/554/815/img/16815554_1.jpg?shrink=130:130&_v=20220413130420,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.25,1470000
709,MSI,GE시리즈 레이더 GE66 12UGS QHD WIN11 32GB램,53.50,https://img.danawa.com/prod_img/500000/804/814/img/16814804_1.jpg?shrink=130:130&_v=20220413123544,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),32,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.25,1560000
710,MSI,GF시리즈 Sword GF66 A12UE 화이트 WIN10 64GB램,53.50,https://img.danawa.com/prod_img/500000/161/398/img/16398161_1.jpg?shrink=130:130&_v=20220414101155,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.25,1818000
711,MSI,GF시리즈 Sword GF76 A11UE 블랙 WIN10 32GB램,53.50,https://img.danawa.com/prod_img/500000/098/781/img/14781098_1.jpg?shrink=130:130&_v=20220428110736,인텔 코어i7-11세대 i7-11800H (2.3GHz) 옥타(8)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:85W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1480000
712,한성컴퓨터,Bossmonster GTS63 T9H7Q24W 32GB램,53.50,https://img.danawa.com/prod_img/500000/230/491/img/16491230_1.jpg?shrink=130:130&_v=20220225163443,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.25,1765290
713,MSI,GE시리즈 레이더 GE76 12UGS QHD WIN11 64GB램,53.50,https://img.danawa.com/prod_img/500000/744/490/img/16490744_1.jpg?shrink=130:130&_v=20220225161825,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.25,1375000
714,레노버,요가 Slim7 ProX 14ARH7 82TL004CKR WIN11,50.00,https://img.danawa.com/prod_img/500000/133/548/img/17548133_1.jpg?shrink=130:130&_v=20220922093127,인텔 코어i5-12세대 i5-1240P (1.7GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/4800MHz/ 램 교체: 불가능 /,13.3,33.78cm(13.3인치)/2560x1600(WQXGA)/400nit/주사율:90Hz/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/저장 슬롯:1개/,0.97,1990000
715,MSI,써밋 E16 Flip A12UCT,99.90,https://img.danawa.com/prod_img/500000/398/265/img/17265398_1.jpg?shrink=130:130&_v=20220616110045,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3080/TGP:165W/VRAM:8GB/논 옵티머스/,2000,M.2(NVMe)/2TB/저장 슬롯:2개/,2.90,3970000
716,Razer,Blade 15 Advanced 12Gen R3080Ti FHD,99.90,https://img.danawa.com/prod_img/500000/502/963/img/16963502_1.jpg?shrink=130:130&_v=20220608124303,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,2810460
717,LG전자,2022 그램16(12세대) 16ZD90Q-GX56K,53.50,https://img.danawa.com/prod_img/500000/005/398/img/16398005_1.jpg?shrink=130:130&_v=20220215105800,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.25,1956200
718,MSI,GE시리즈 레이더 GE76 12UGS QHD 64GB램,53.50,https://img.danawa.com/prod_img/500000/189/822/img/14822189_1.jpg?shrink=130:130&_v=20220307182647,인텔 코어i7-11세대 i7-11800H (2.3GHz) 옥타(8)코어,32,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:85W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1790000
719,MSI,모던시리즈 모던14 C12M-i5 WIN10,73.00,https://img.danawa.com/prod_img/500000/557/265/img/20265557_1.jpg?shrink=130:130&_v=20230522160307,인텔 코어i9-13세대 i9-13900H (2.6GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/350nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.50,2347000
720,MSI,GF시리즈 Sword GF66 A12UE 베이직 블랙 64GB램,99.90,https://img.danawa.com/prod_img/500000/495/197/img/18197495_1.jpg?shrink=130:130&_v=20230112092409,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.90,3590000
721,MSI,GE시리즈 레이더 GE76 12UGS QHD WIN10 64GB램,70.00,https://img.danawa.com/prod_img/500000/395/613/img/17613395_1.jpg?shrink=130:130&_v=20220808082626,AMD 라이젠5-5세대 6600HS (3.3GHz) 헥사(6)코어,16,LPDDR5(온보드)/램 용량:16GB/6400MHz/ 램 교체: 불가능 /,14.5,36.8cm(14.5인치)/3072x1920/400nit/주사율:120Hz/,외장그래픽 /RTX3050/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:1개/,1.45,1537860
722,MSI,모던시리즈 모던15 B5M-R5 WIN11,82.00,https://img.danawa.com/prod_img/500000/616/413/img/17413616_1.jpg?shrink=130:130&_v=20230112092815,인텔 코어i7-12세대 i7-1280P (1.8GHz)  14코어(6P+8E),16,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/400nit/주사율:165Hz/,외장그래픽 /RTX3050/TGP:40W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.10,2490000
723,MSI,GP시리즈 Vector GP76 12UH-i7 WIN11 32GB램,80.00,https://img.danawa.com/prod_img/500000/011/824/img/16824011_1.jpg?shrink=130:130&_v=20230417143253,인텔 코어i7-12세대 i7-12800H (2.4GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/주사율:360Hz/,외장그래픽 /RTX3080 Ti/TGP:100W/VRAM:16GB/,1000,M.2(NVMe)/1TB/저장 슬롯:1개/,2.01,4100000
724,MSI,GP시리즈 Vector GP66 12UGSO QHD 64GB램,80.00,https://img.danawa.com/prod_img/500000/640/633/img/16633640_1.jpg?shrink=130:130&_v=20230307090618,인텔 코어i5-12세대 i5-1240P (1.7GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/5200MHz/ 램 교체: 불가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/350nit/,내장그래픽 / Iris Xe /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.20,1273660
725,레노버,씽크패드 T14s Gen3 21CQ0009KR,99.90,https://img.danawa.com/prod_img/500000/438/197/img/18197438_1.jpg?shrink=130:130&_v=20221107134056,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.90,3412190
726,Razer,Blade Pro 17 11Gen R3070 FHD,39.30,https://img.danawa.com/prod_img/500000/291/992/img/18992291_1.jpg?shrink=130:130&_v=20230210142536,인텔 코어i5-12세대 i5-1235U (1.3GHz) 10코어(2P+8E),8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,14,35.5cm(14인치)/1920x1080(FHD)/300nit/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/,1.40,990000
727,한성컴퓨터,Bossmonster GTX73 N9X7Q24 64GB램,53.50,https://img.danawa.com/prod_img/500000/331/613/img/18613331_1.jpg?shrink=130:130&_v=20221228131337,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.25,1707390
728,MSI,GE시리즈 Raider GE68 HX 13VG-i9 4K WIN11,999999.00,https://img.danawa.com/new/noData/img/noImg_130.gif,,999999,,,,,999999,,999999.00,539712
729,MSI,브라보 15 B5ED-R7 64GB램,99.90,https://img.danawa.com/prod_img/500000/459/197/img/18197459_1.jpg?shrink=130:130&_v=20221107134149,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.90,3590000
730,MSI,모던시리즈 모던15 B5M-R7 WIN11,39.30,https://img.danawa.com/prod_img/500000/483/945/img/17945483_1.jpg?shrink=130:130&_v=20221006132959,AMD 라이젠5-4세대 5625U (2.3GHz) 헥사(6)코어,8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/,내장그래픽 / Radeon Graphics /,512,M.2(NVMe)/512GB/,1.75,679990
731,MSI,GF시리즈 Sword GF66 A12UE 블랙 64GB램,65.00,https://img.danawa.com/prod_img/500000/010/431/img/17431010_1.jpg?shrink=130:130&_v=20220908093625,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),32,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/300nit/주사율:360Hz/,외장그래픽 /RTX3080/TGP:165W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.90,2998240
732,MSI,GE시리즈 레이더 GE67 HX 12UHS-i9 QHD,65.00,https://img.danawa.com/prod_img/500000/871/582/img/19582871_1.jpg?shrink=130:130&_v=20230331140621,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,1940000
733,한성컴퓨터,TFG7277XG,57.00,https://img.danawa.com/prod_img/500000/837/627/img/17627837_1.jpg?shrink=130:130&_v=20220809152110,AMD 라이젠5 PRO-5세대  6650U (2.9GHz)  헥사(6)코어,8,LPDDR5(온보드)/램 용량:8GB/6400MHz/ 램 교체: 불가능 /,14,35.56cm(14인치)/1920x1200(WUXGA)/300nit/,내장그래픽 / Radeon 660M /,256,M.2(NVMe)/256GB/저장 슬롯:1개/,1.23,1440000
734,레노버,씽크패드 T14 Gen3 21CFS00K00,70.50,https://img.danawa.com/prod_img/500000/702/194/img/15194702_1.jpg?shrink=130:130&_v=20230417145347,인텔 코어i7-11세대 i7-11800H (2.3GHz) 옥타(8)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/1920x1080(FHD)/주사율:360Hz/,외장그래픽 /RTX3070/TGP:105W/VRAM:8GB/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.75,2835890
735,MSI,GP시리즈 Vector GP76 12UH-i7 64GB램,73.00,https://img.danawa.com/prod_img/500000/612/264/img/20264612_1.jpg?shrink=130:130&_v=20230522153533,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.80,2440510
736,MSI,써밋 E13 Flip Evo A12MT W11,99.90,https://img.danawa.com/prod_img/500000/853/278/img/20278853_1.jpg?shrink=130:130&_v=20230523131457,인텔 코어i9-13세대 i9-13950HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/ 램 교체: 가능 /,16,40.6cm(16인치)/3840x2400(4K UHD)/500nit/주사율:120Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.70,3534390
737,LG전자,울트라PC 엣지 16U70Q-HA56K,53.50,https://img.danawa.com/prod_img/500000/867/197/img/18197867_1.jpg?shrink=130:130&_v=20221107140352,AMD 라이젠7-4세대 5800H (3.2GHz) 옥타(8)코어,64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /라데온 RX 6500M/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.35,1650000
738,레노버,아이디어패드 Slim5-15ITL Premiere i5,39.30,https://img.danawa.com/prod_img/500000/639/945/img/17945639_1.jpg?shrink=130:130&_v=20221006133723,AMD 라이젠7-4세대 5825U (2.0GHz) 옥타(8)코어,8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/,내장그래픽 / Radeon Graphics /,512,M.2(NVMe)/512GB/,1.75,702970
739,MSI,GS시리즈 Stealth GS66 12UH QHD W11 64GB램,53.50,https://img.danawa.com/prod_img/500000/122/398/img/16398122_1.jpg?shrink=130:130&_v=20220215110137,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.25,2090000
740,MSI,GF시리즈 GF63 Thin 11UD-i5 WIN11 32GB램,99.90,https://img.danawa.com/prod_img/500000/877/221/img/17221877_1.jpg?shrink=130:130&_v=20220804092736,인텔 코어i9-12세대  i9-12900HX (2.3GHz)   16코어(8P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/400nit/주사율:240Hz/,외장그래픽 /RTX3080 Ti/TGP:175W/VRAM:16GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,3841220
741,레노버,씽크패드 T14 Gen2 20XKS06E00,91.24,https://img.danawa.com/prod_img/500000/507/820/img/16820507_1.jpg?shrink=130:130&_v=20220622102130,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.50,1965950
742,MSI,크로스헤어 15 B12UGSZ WIN11,52.50,https://img.danawa.com/prod_img/500000/338/625/img/17625338_1.jpg?shrink=130:130&_v=20230112093213,AMD 라이젠7 PRO-5세대  6850U (2.7GHz)  옥타(8)코어,16,LPDDR5(온보드)/램 용량:16GB/6400MHz/ 램 교체: 불가능 /,14,35.56cm(14인치)/1920x1200(WUXGA)/300nit/,내장그래픽 / Radeon 680M /,256,M.2(NVMe)/256GB/저장 슬롯:1개/,1.32,1589670
743,MSI,크리에이터 M16 A12UC WIN10 32GB램,65.00,https://img.danawa.com/prod_img/500000/854/430/img/17430854_1.jpg?shrink=130:130&_v=20220811105723,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/300nit/주사율:360Hz/,외장그래픽 /RTX3080/TGP:165W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.90,3063500
744,한성컴퓨터,Bossmonster GTX63 T9X6Q16W 32GB램,70.00,https://img.danawa.com/prod_img/500000/916/630/img/16630916_1.jpg?shrink=130:130&_v=20220708094559,인텔 코어i7-12세대 i7-1280P (1.8GHz)  14코어(6P+8E),16,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,13.4,34.03cm(13.4인치)/1920x1200(WUXGA)/500nit/주사율:120Hz/,내장그래픽 / Iris Xe /,1000,M.2(NVMe)/1TB/,1.35,1799000
745,MSI,GF시리즈 Sword GF76 A11UE 베이직 16GB램,72.00,https://img.danawa.com/prod_img/500000/528/459/img/17459528_1.jpg?shrink=130:130&_v=20220714124340,AMD 라이젠5-4세대 5625U (2.3GHz) 헥사(6)코어,16,LPDDR4x(온보드) /램 용량:16GB/4266MHz/ 램 교체: 불가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/350nit/,내장그래픽 / Radeon Graphics /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.47,1110000
746,Razer,Blade Pro 17 12Gen R3070Ti FHD,57.00,https://img.danawa.com/prod_img/500000/151/922/img/12922151_1.jpg?shrink=130:130&_v=20201230122202,인텔 코어i5-11세대 i5-1135G7 (2.4GHz) 쿼드(4)코어,8,DDR4/램 용량:8GB/3200MHz/,15.6,39.6cm(15.6인치)/1920x1080(FHD)/300nit/,외장그래픽 /MX450/VRAM:2GB/,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.69,890000
747,MSI,크로스헤어 15 B12UGSZ,99.90,https://img.danawa.com/prod_img/500000/455/881/img/19881455_1.jpg?shrink=130:130&_v=20230421103816,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3080/TGP:105W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.10,4690000
748,MSI,GT시리즈 GT76 Titan DT 10SGS 4K WIN10,52.40,https://img.danawa.com/prod_img/500000/867/497/img/18497867_1.jpg?shrink=130:130&_v=20221214101519,인텔 코어i5-11세대 i5-11400H (2.7GHz) 헥사(6)코어,32,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:40W/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.77,1113890
